f2,precision_task,recall_task,f1_task,accuracy,fp_rate_control,ari,bic,silhouette,tau,subset,n_feat,iter
0.5659078863598513,0.6701558441558441,0.5577900398290548,0.5871062267051959,0.5493241174208243,0.45573070605820687,0.026477417488517386,984.4825906207559,0.1618966107063871,0.8,"delta_mean,delta_variance,ic_left_extrema_abs_slope,ic_left_peak_amplitude,peak_amplitude",5,24
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.021311372916316428,230.86821736620382,0.5458160533714388,0.0,extrema_abs_slope,1,25
0.6339276734467967,0.6696105018278498,0.629741198360322,0.6430209882970648,0.5727119542624906,0.5247619047418529,0.021311372916316428,230.86821736620382,0.5458160533714388,0.6,extrema_abs_slope,1,26
0.6918885102472638,0.6620342387057375,0.7057366630810826,0.6764580811822679,0.580410078881785,0.6171346469382085,0.021311372916316428,230.86821736620382,0.5458160533714388,0.8,extrema_abs_slope,1,27
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.020553557047262576,436.3415704643238,0.39249067262490855,0.0,"ic_left_abs_auc_activation,ic_left_extrema_line_length",2,28
0.5412303845963694,0.69434243697479,0.5164429456057213,0.586153154893313,0.5475858015690528,0.39455665023137515,0.020553557047262576,436.3415704643238,0.39249067262490855,0.6,"ic_left_abs_auc_activation,ic_left_extrema_line_length",2,29
0.5888687621610798,0.6804653679653679,0.5737950402651395,0.6160555874264695,0.5592903592180234,0.46472906402200664,0.020553557047262576,436.3415704643238,0.39249067262490855,0.8,"ic_left_abs_auc_activation,ic_left_extrema_line_length",2,30
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.015491331710913542,223.03535859509256,0.5784088264182526,0.0,ic_left_kurtosis_activation,1,31
0.5317562886953577,0.652131822215939,0.5101661191382969,0.569137499459911,0.5262040990121954,0.45377668306985763,0.015491331710913542,223.03535859509256,0.5784088264182526,0.6,ic_left_kurtosis_activation,1,32
0.5894187412603398,0.6303104426853979,0.5849604325958658,0.5995117742124474,0.5310629728211481,0.5696633825729789,0.015491331710913542,223.03535859509256,0.5784088264182526,0.8,ic_left_kurtosis_activation,1,33
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.03380511328092871,421.23580603272296,0.3634724752098929,0.0,"ic_left_total_band_power_delta,ic_right_peak_amplitude",2,34
0.6228733860877341,0.7753308719014649,0.6027295403668924,0.6634551949606853,0.6259925661233443,0.3110755336494081,0.03380511328092871,421.23580603272296,0.3634724752098929,0.6,"ic_left_total_band_power_delta,ic_right_peak_amplitude",2,35
0.6546441014009924,0.7214890321984144,0.6559732534814083,0.6659528372624133,0.5936590257716785,0.47146141213214354,0.03380511328092871,421.23580603272296,0.3634724752098929,0.8,"ic_left_total_band_power_delta,ic_right_peak_amplitude",2,36
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,-0.002132554461268582,1000.6315478617707,0.22087422810150237,0.0,"extrema_line_length,ic_left_delta_variance,ic_left_extrema_abs_slope,ic_left_peak_amplitude,total_band_power_delta",5,37
0.5278441823210551,0.7066949987681695,0.5010719539494722,0.5772883716920683,0.569457317915959,0.35223316911632063,-0.002132554461268582,1000.6315478617707,0.22087422810150237,0.6,"extrema_line_length,ic_left_delta_variance,ic_left_extrema_abs_slope,ic_left_peak_amplitude,total_band_power_delta",5,38
0.5479702781081314,0.7094721299372463,0.523281681541995,0.5931097576258866,0.5816662127913379,0.35912972084022077,-0.002132554461268582,1000.6315478617707,0.22087422810150237,0.8,"extrema_line_length,ic_left_delta_variance,ic_left_extrema_abs_slope,ic_left_peak_amplitude,total_band_power_delta",5,39
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.003286973393163832,235.22346677669515,0.5555773198696495,0.0,ic_right_auc_difference,1,40
0.5856776752665894,0.6794491560449007,0.5697470128208855,0.6142577679720537,0.5681274513092086,0.4642857142683557,0.003286973393163832,235.22346677669515,0.5555773198696495,0.6,ic_right_auc_difference,1,41
0.629531714624614,0.6416306214918509,0.6294268686222635,0.6319007045820271,0.5525936327742493,0.6147126436550518,0.003286973393163832,235.22346677669515,0.5555773198696495,0.8,ic_right_auc_difference,1,42
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.0788285552569091,433.7836804111651,0.4248759664745453,0.0,"ic_left_peak_amplitude,ic_right_peak_amplitude",2,43
0.6044360359279837,0.8311007443249563,0.5709157193941332,0.6665852035821077,0.6427024971525854,0.2554433497439704,0.0788285552569091,433.7836804111651,0.4248759664745453,0.6,"ic_left_peak_amplitude,ic_right_peak_amplitude",2,44
0.6433016827932873,0.8203051106025935,0.6180791348082681,0.6909076284076283,0.6562971020738998,0.3032594416963598,0.0788285552569091,433.7836804111651,0.4248759664745453,0.8,"ic_left_peak_amplitude,ic_right_peak_amplitude",2,45
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,-0.0010706634065222869,616.332767477267,0.28713205857167357,0.0,"abs_auc_activation,extrema_abs_slope,total_band_power_delta",3,46
0.6085355513007173,0.6930782789478442,0.5940425037067186,0.634315318976026,0.5812450950644276,0.43504926106679936,-0.0010706634065222869,616.332767477267,0.28713205857167357,0.6,"abs_auc_activation,extrema_abs_slope,total_band_power_delta",3,47
0.6343519922328977,0.679103918425906,0.6262845015553682,0.6485232076363552,0.5836978923788307,0.4895320196856333,-0.0010706634065222869,616.332767477267,0.28713205857167357,0.8,"abs_auc_activation,extrema_abs_slope,total_band_power_delta",3,48
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.029203588907279893,695.9628603051879,0.1654270052277445,0.0,"auc_difference,delta_variance,ic_left_delta_mean",3,49
0.6224444722923701,0.7041094800333931,0.6134890833502922,0.6429243881460629,0.5921013975775714,0.4329392446466068,0.029203588907279893,695.9628603051879,0.1654270052277445,0.6,"auc_difference,delta_variance,ic_left_delta_mean",3,50
0.6683213804755328,0.6807018362900716,0.6721260575050149,0.667227927352151,0.591779647255821,0.5464449917689883,0.029203588907279893,695.9628603051879,0.1654270052277445,0.8,"auc_difference,delta_variance,ic_left_delta_mean",3,51
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.11948847433746076,159.487294511925,0.678987968989611,0.0,power_ic_right,1,52
0.5650152718125121,0.9111553963278102,0.5285509782829898,0.6402848608031535,0.6607732720771018,0.08142036124488113,0.11948847433746076,159.487294511925,0.678987968989611,0.6,power_ic_right,1,53
0.58880952819091,0.8935507246376811,0.5571566124952757,0.655261504690525,0.6658689603730297,0.11380131362448202,0.11948847433746076,159.487294511925,0.678987968989611,0.8,power_ic_right,1,54
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.012979177380673395,658.9331750271965,0.24731489513780125,0.0,"ic_left_extrema_line_length,ic_right_abs_auc_activation,total_band_power_delta",3,55
0.4361129480733286,0.6186479162088918,0.4129405471407391,0.48126705852107765,0.4760903123401291,0.45091133003237527,0.012979177380673395,658.9331750271965,0.24731489513780125,0.6,"ic_left_extrema_line_length,ic_right_abs_auc_activation,total_band_power_delta",3,56
0.47750413020760074,0.6250385475156668,0.4613320929150798,0.5113600357165903,0.4947985637148644,0.49114121508821984,0.012979177380673395,658.9331750271965,0.24731489513780125,0.8,"ic_left_extrema_line_length,ic_right_abs_auc_activation,total_band_power_delta",3,57
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.06210564235972601,177.05505659377314,0.6610037667928415,0.0,ic_right_delta_variance,1,58
0.5329212421937777,0.9575478927203065,0.4811858010873042,0.6365435633485672,0.6564118000236211,0.03735632183767258,0.06210564235972601,177.05505659377314,0.6610037667928415,0.6,ic_right_delta_variance,1,59
0.5531280592990007,0.934349376114082,0.5036420618077158,0.6501358064549725,0.6611737047855258,0.06637931034235904,0.06210564235972601,177.05505659377314,0.6610037667928415,0.8,ic_right_delta_variance,1,60
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,-0.004053507878561767,902.6769669281545,0.2213679892812646,0.0,"auc_difference,ic_left_delta_mean,ic_left_kurtosis_activation,ic_right_total_band_power_delta",4,61
0.4520795869037871,0.7273604826546002,0.41431334127976277,0.524802232361039,0.5394792404183317,0.26752052544116994,-0.004053507878561767,902.6769669281545,0.2213679892812646,0.6,"auc_difference,ic_left_delta_mean,ic_left_kurtosis_activation,ic_right_total_band_power_delta",4,62
0.4723117773301393,0.724854958678941,0.43686658720237226,0.5397827481160815,0.547323670213981,0.2891871921070449,-0.004053507878561767,902.6769669281545,0.2213679892812646,0.8,"auc_difference,ic_left_delta_mean,ic_left_kurtosis_activation,ic_right_total_band_power_delta",4,63
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.021864844153437164,651.7738693473578,0.2771480189407206,0.0,"ic_left_extrema_line_length,ic_left_total_band_power_delta,ic_right_kurtosis_activation",3,64
0.43997841486534767,0.6230589883704638,0.4236201994359973,0.47559835537506956,0.5197288446174729,0.3460344827453582,0.021864844153437164,651.7738693473578,0.2771480189407206,0.6,"ic_left_extrema_line_length,ic_left_total_band_power_delta,ic_right_kurtosis_activation",3,65
0.4681810268528396,0.6094742063492063,0.4586418583015961,0.4929040598869821,0.5286633810800992,0.3879310344680222,0.021864844153437164,651.7738693473578,0.2771480189407206,0.8,"ic_left_extrema_line_length,ic_left_total_band_power_delta,ic_right_kurtosis_activation",3,66
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.03575686500567885,649.3269242329063,0.2933273693452288,0.0,"extrema_abs_slope,ic_left_extrema_abs_slope,ic_right_peak_amplitude",3,67
0.5499033917578284,0.774747713805559,0.5182968282117627,0.6107154740369907,0.5970031715661291,0.29280788176193584,0.03575686500567885,649.3269242329063,0.2933273693452288,0.6,"extrema_abs_slope,ic_left_extrema_abs_slope,ic_right_peak_amplitude",3,68
0.5864617538824893,0.7778891478891479,0.5578394627438439,0.640278386774065,0.6183345918561683,0.3063711001522804,0.03575686500567885,649.3269242329063,0.2933273693452288,0.8,"extrema_abs_slope,ic_left_extrema_abs_slope,ic_right_peak_amplitude",3,69
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.03179803458398652,237.61642899833797,0.5488536414265308,0.0,peak_amplitude,1,70
0.5444549097863409,0.6975653594771242,0.5173632584236998,0.5918843037391837,0.5633657175656577,0.36532840721078635,0.03179803458398652,237.61642899833797,0.5488536414265308,0.6,peak_amplitude,1,71
0.6323230988976339,0.6898994469582705,0.6207673925051603,0.6515351752953842,0.5988237845666131,0.46170771755228424,0.03179803458398652,237.61642899833797,0.5488536414265308,0.8,peak_amplitude,1,72
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.005635856704521347,442.499206819925,0.35601866770119317,0.0,"ic_right_auc_difference,power_epoch",2,73
0.5141963480917962,0.7571561771561772,0.49861801901328606,0.5503989703989703,0.5720714220382813,0.33952380951198724,0.005635856704521347,442.499206819925,0.35601866770119317,0.6,"ic_right_auc_difference,power_epoch",2,74
0.5601192612445565,0.7622458791208793,0.553502456609588,0.5836857011992784,0.5955026811371653,0.37308702790166515,0.005635856704521347,442.499206819925,0.35601866770119317,0.8,"ic_right_auc_difference,power_epoch",2,75
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.0830987079387799,212.33253492170178,0.5942887203399895,0.0,ic_right_extrema_abs_slope,1,76
0.6768196063505566,0.7791565905359008,0.6636732273163357,0.7047861071868706,0.6630449178926939,0.3077422003163247,0.0830987079387799,212.33253492170178,0.5942887203399895,0.6,ic_right_extrema_abs_slope,1,77
0.7022755838418112,0.7456915792949519,0.6977256156060122,0.7138168028789561,0.6545078211122428,0.4005582922670059,0.0830987079387799,212.33253492170178,0.5942887203399895,0.8,ic_right_extrema_abs_slope,1,78
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.07187640972747225,460.68545864195875,0.282053131193234,0.0,"auc_difference,ic_right_extrema_abs_slope",2,79
0.7291827786898624,0.7326470173693156,0.7340325028345496,0.7262928835870013,0.6579414062247844,0.4564449917721272,0.07187640972747225,460.68545864195875,0.282053131193234,0.6,"auc_difference,ic_right_extrema_abs_slope",2,80
0.7498745865406903,0.7045525846702316,0.7679755792656336,0.728634497806914,0.6458432533206125,0.5449753694371037,0.07187640972747225,460.68545864195875,0.282053131193234,0.8,"auc_difference,ic_right_extrema_abs_slope",2,81
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,-0.003051323000484223,766.5850252624953,0.24429205491959288,0.0,"ic_left_delta_variance,ic_left_total_band_power_delta,ic_right_kurtosis_activation,total_band_power_delta",4,82
0.4758748167571697,0.7047517314111136,0.44453120911707417,0.5354546380431124,0.5439000853689173,0.2981444991673564,-0.003051323000484223,766.5850252624953,0.24429205491959288,0.6,"ic_left_delta_variance,ic_left_total_band_power_delta,ic_right_kurtosis_activation,total_band_power_delta",4,83
0.5299811748761134,0.7082974087980346,0.5039567404134081,0.5784954185272179,0.5736613640888147,0.3257307060629568,-0.003051323000484223,766.5850252624953,0.24429205491959288,0.8,"ic_left_delta_variance,ic_left_total_band_power_delta,ic_right_kurtosis_activation,total_band_power_delta",4,84
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.09139886490884322,554.7807976636861,0.27678252005954695,0.0,"extrema_abs_slope,kurtosis_activation,power_ic_right",3,85
0.6107303370593969,0.848911088911089,0.5745466174375673,0.6780021759825922,0.6615277209801356,0.17328407224294096,0.09139886490884322,554.7807976636861,0.27678252005954695,0.6,"extrema_abs_slope,kurtosis_activation,power_ic_right",3,86
0.6382349174116267,0.8363313810372635,0.6061907724510858,0.696538041444594,0.6712586944275142,0.20230706074762744,0.09139886490884322,554.7807976636861,0.27678252005954695,0.8,"extrema_abs_slope,kurtosis_activation,power_ic_right",3,87
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.0158245828244754,522.3044992840641,0.39323040335773013,0.0,"ic_right_delta_mean,ic_right_peak_amplitude,ic_right_total_band_power_delta",3,88
0.4912443109650463,0.913186284614856,0.45217175916504343,0.5736326958066089,0.6137210621258496,0.15189655171802513,0.0158245828244754,522.3044992840641,0.39323040335773013,0.6,"ic_right_delta_mean,ic_right_peak_amplitude,ic_right_total_band_power_delta",3,89
0.5201395154153854,0.9162768031189084,0.48634125069046713,0.5943042545256023,0.6312734459703683,0.16856321838399732,0.0158245828244754,522.3044992840641,0.39323040335773013,0.8,"ic_right_delta_mean,ic_right_peak_amplitude,ic_right_total_band_power_delta",3,90
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.020171420540018775,229.1615832935717,0.5809719476517697,0.0,ic_left_extrema_line_length,1,91
0.59071804716526,0.6713133997785161,0.5772224321888537,0.6151623455042202,0.5503027771272655,0.4909441707528882,0.020171420540018775,229.1615832935717,0.5809719476517697,0.6,ic_left_extrema_line_length,1,92
0.6480377672903016,0.6689527424114494,0.6468988574584993,0.6524700605262316,0.5742383734525577,0.556863710980336,0.020171420540018775,229.1615832935717,0.5809719476517697,0.8,ic_left_extrema_line_length,1,93
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.012176684775253015,405.56696612139456,0.3416932649184619,0.0,"ic_left_kurtosis_activation,ic_right_delta_variance",2,94
0.5077498988335455,0.753829807785183,0.470127162252522,0.5776609819931942,0.5700593058021344,0.2561330049156628,0.012176684775253015,405.56696612139456,0.3416932649184619,0.6,"ic_left_kurtosis_activation,ic_right_delta_variance",2,95
0.5475349145631159,0.7165946798299739,0.5185187080268628,0.5989871487091112,0.5706836314740997,0.3439326765051807,0.012176684775253015,405.56696612139456,0.3416932649184619,0.8,"ic_left_kurtosis_activation,ic_right_delta_variance",2,96
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,-0.011818829910235805,351.35548010092566,0.5068278835831659,0.0,"ic_left_delta_variance,kurtosis_activation",2,97
0.3653161749698751,0.7562713602187286,0.33373782597319535,0.43518627197480536,0.4968251115213965,0.1823070607476195,-0.011818829910235805,351.35548010092566,0.5068278835831659,0.6,"ic_left_delta_variance,kurtosis_activation",2,98
0.40540233270261794,0.7447823860727086,0.3794466959327848,0.46648035863057513,0.5061044177042826,0.22348111657511788,-0.011818829910235805,351.35548010092566,0.5068278835831659,0.8,"ic_left_delta_variance,kurtosis_activation",2,99
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.09775429714300565,813.0958192490461,0.24460027919673713,0.0,"ic_left_total_band_power_delta,ic_right_peak_amplitude,ic_right_total_band_power_delta,total_band_power_delta",4,100
0.6016659942124547,0.731929605211778,0.5813106957002064,0.6398529411764706,0.5942589319092597,0.36659277502649085,0.09775429714300565,813.0958192490461,0.24460027919673713,0.6,"ic_left_total_band_power_delta,ic_right_peak_amplitude,ic_right_total_band_power_delta,total_band_power_delta",4,101
0.6177414924795329,0.7148721892624332,0.602643602639765,0.6464472321698235,0.5898714474310209,0.4165763546634249,0.09775429714300565,813.0958192490461,0.24460027919673713,0.8,"ic_left_total_band_power_delta,ic_right_peak_amplitude,ic_right_total_band_power_delta,total_band_power_delta",4,102
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.013381081709958456,558.7883043234324,0.20285302670931804,0.0,"extrema_line_length,ic_right_auc_difference,ic_right_delta_mean,ic_right_kurtosis_activation,power_ic_left",5,103
0.5374636951948647,0.6677311269836466,0.5207563450300898,0.5687881313015055,0.5619949972579237,0.4188013136135994,0.013381081709958456,558.7883043234324,0.20285302670931804,0.6,"extrema_line_length,ic_right_auc_difference,ic_right_delta_mean,ic_right_kurtosis_activation,power_ic_left",5,104
0.5524048170960937,0.6669328493647912,0.5387195394947234,0.5786196790256615,0.5686066533488892,0.43403119867048556,0.013381081709958456,558.7883043234324,0.20285302670931804,0.8,"extrema_line_length,ic_right_auc_difference,ic_right_delta_mean,ic_right_kurtosis_activation,power_ic_left",5,105
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,-0.0051386396045221445,183.89710981279268,0.6498742939003057,0.0,extrema_line_length,1,106
0.30034153794228313,0.6178202954193995,0.27256225833648284,0.3605638576128663,0.43938235421470717,0.29096880130289393,-0.0051386396045221445,183.89710981279268,0.6498742939003057,0.6,extrema_line_length,1,107
0.3205927041422708,0.6048580121703854,0.29479210396255484,0.3759366229855739,0.4421239539551661,0.32095238094049455,-0.0051386396045221445,183.89710981279268,0.6498742939003057,0.8,extrema_line_length,1,108
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,-0.02164907342611447,202.4626115377946,0.6089748478131033,0.0,ic_right_abs_auc_activation,1,109
0.4578822719736566,0.7423583662714097,0.4261893769805506,0.5213721832093072,0.5408335835655841,0.30607553365045764,-0.02164907342611447,202.4626115377946,0.6089748478131033,0.6,ic_right_abs_auc_activation,1,110
0.509395092417172,0.7409581646423752,0.4812434805360932,0.5649643634897091,0.5552814806669001,0.3632019704300079,-0.02164907342611447,202.4626115377946,0.6089748478131033,0.8,ic_right_abs_auc_activation,1,111
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.029644448961310625,582.5311244155694,0.2672230941352792,0.0,"delta_variance,ic_left_delta_mean,total_band_power_delta",3,112
0.568027077441557,0.7010610269516155,0.5486012152222578,0.6048338342318622,0.5862072040821237,0.3710344827443165,0.029644448961310625,582.5311244155694,0.2672230941352792,0.6,"delta_variance,ic_left_delta_mean,total_band_power_delta",3,113
0.599781928289967,0.7051768504011774,0.5842129255458326,0.6293796851278471,0.6051714449153696,0.38459770113466113,0.029644448961310625,582.5311244155694,0.2672230941352792,0.8,"delta_variance,ic_left_delta_mean,total_band_power_delta",3,114
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.0051883117204604475,397.2744359073686,0.3709321958553324,0.0,"ic_left_extrema_abs_slope,ic_right_total_band_power_delta",2,115
0.43021534557480506,0.6825505202080832,0.3975302497310812,0.4936570104164438,0.5177584576798762,0.31160098520991664,0.0051883117204604475,397.2744359073686,0.3709321958553324,0.6,"ic_left_extrema_abs_slope,ic_right_total_band_power_delta",2,116
0.4689595019390003,0.6577214813622192,0.4444146873273832,0.5161406737761418,0.5223827566450904,0.38964696221862294,0.0051883117204604475,397.2744359073686,0.3709321958553324,0.8,"ic_left_extrema_abs_slope,ic_right_total_band_power_delta",2,117
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.04698497369340784,667.3381103781082,0.25146721557961116,0.0,"extrema_abs_slope,ic_left_auc_difference,ic_left_total_band_power_delta",3,118
0.510422018286375,0.6777416323284898,0.489117306741867,0.5523936040065073,0.566350021878456,0.33560755335343995,0.04698497369340784,667.3381103781082,0.25146721557961116,0.6,"extrema_abs_slope,ic_left_auc_difference,ic_left_total_band_power_delta",3,119
0.5351805897218191,0.6393811576354679,0.5278924324795767,0.5562623784187963,0.5522292771462662,0.4474302134480193,0.04698497369340784,667.3381103781082,0.25146721557961116,0.8,"extrema_abs_slope,ic_left_auc_difference,ic_left_total_band_power_delta",3,120
0.0,0.0,0.0,0.0,0.3697343401712868,0.0,0.051255093480523095,759.1959700556971,0.21503671172863653,0.0,"ic_left_delta_variance,ic_left_total_band_power_delta,ic_right_extrema_line_length,ic_right_total_band_power_delta",4,121
0.6288697412178821,0.7513664967096935,0.6176292118498706,0.6550033303904497,0.6290061326197381,0.3291215106606699,0.051255093480523095,759.1959700556971,0.21503671172863653,0.6,"ic_left_delta_variance,ic_left_total_band_power_delta,ic_right_extrema_line_length,ic_right_total_band_power_delta",4,122
